Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
OF,Rusney Castillo (10781719),Rusney Castillo,10781719,OF,2500,CWS@BOS 06/09/2018 04:05PM ET,BOS,0
3B,Michael Chavis (10781734),Michael Chavis,10781734,3B,2500,CWS@BOS 06/09/2018 04:05PM ET,BOS,0
OF,Luis Robert (10781745),Luis Robert,10781745,OF,2500,CWS@BOS 06/09/2018 04:05PM ET,CWS,0
OF,Ichiro Suzuki (10781746),Ichiro Suzuki,10781746,OF,2500,SEA@TB 06/09/2018 04:10PM ET,SEA,2.87
C,Carson Kelly (10781917),Carson Kelly,10781917,C,2500,STL@CIN 06/09/2018 04:10PM ET,STL,1.17
OF/SS,Alexi Amarista (10781981),Alexi Amarista,10781981,SS/OF,2500,CLE@DET 06/09/2018 04:10PM ET,DET,0
3B,Nolan Jones (10782053),Nolan Jones,10782053,3B,2500,CLE@DET 06/09/2018 04:10PM ET,CLE,0
OF,JB Shuck (10782081),JB Shuck,10782081,OF,2500,SD@MIA 06/09/2018 04:10PM ET,MIA,2.15
2B/SS,Cristhian Adames (10782095),Cristhian Adames,10782095,2B/SS,2500,SD@MIA 06/09/2018 04:10PM ET,MIA,0
OF,Paulo Orlando (10782183),Paulo Orlando,10782183,OF,2500,KC@OAK 06/09/2018 04:05PM ET,KC,3.4
C,Welington Castillo (10781648),Welington Castillo,10781648,C,2400,CWS@BOS 06/09/2018 04:05PM ET,CWS,6.46
1B,Mike Ford (10781827),Mike Ford,10781827,1B,2400,SEA@TB 06/09/2018 04:10PM ET,SEA,0
3B/OF,Patrick Kivlehan (10781918),Patrick Kivlehan,10781918,3B/OF,2400,STL@CIN 06/09/2018 04:10PM ET,CIN,0
SS,Alex Mejia (10781920),Alex Mejia,10781920,SS,2400,STL@CIN 06/09/2018 04:10PM ET,STL,0
C,Stuart Turner (10781925),Stuart Turner,10781925,C,2400,STL@CIN 06/09/2018 04:10PM ET,CIN,0
2B/OF,Michael Martinez (10781961),Michael Martinez,10781961,2B/OF,2400,CLE@DET 06/09/2018 04:10PM ET,CLE,0
1B/3B,Chase Headley (10782061),Chase Headley,10782061,1B/3B,2400,SD@MIA 06/09/2018 04:10PM ET,SD,1.78
2B/SS,Grant Green (10782067),Grant Green,10782067,2B/SS,2400,SD@MIA 06/09/2018 04:10PM ET,MIA,0
OF,Jake Smolinski (10782193),Jake Smolinski,10782193,OF,2400,KC@OAK 06/09/2018 04:05PM ET,OAK,2.25
2B/OF,Steve Lombardozzi (10782202),Steve Lombardozzi,10782202,2B/OF,2400,KC@OAK 06/09/2018 04:05PM ET,OAK,0
C,Cam Gallagher (10782231),Cam Gallagher,10782231,C,2400,KC@OAK 06/09/2018 04:05PM ET,KC,3.62
C,Tuffy Gosewisch (10781757),Tuffy Gosewisch,10781757,C,2300,SEA@TB 06/09/2018 04:10PM ET,SEA,0
OF,Kirk Nieuwenhuis (10781769),Kirk Nieuwenhuis,10781769,OF,2300,SEA@TB 06/09/2018 04:10PM ET,SEA,0
C,Tony Cruz (10781864),Tony Cruz,10781864,C,2300,STL@CIN 06/09/2018 04:10PM ET,CIN,3.22
OF,Shane Peterson (10782078),Shane Peterson,10782078,OF,2300,SD@MIA 06/09/2018 04:10PM ET,SD,0
2B,Max Schrock (10782246),Max Schrock,10782246,2B,2300,KC@OAK 06/09/2018 04:05PM ET,OAK,0
OF,Cameron Perkins (10781788),Cameron Perkins,10781788,OF,2200,SEA@TB 06/09/2018 04:10PM ET,SEA,0
C,Jarrod Saltalamacchia (10781956),Jarrod Saltalamacchia,10781956,C,2200,CLE@DET 06/09/2018 04:10PM ET,DET,0
1B/OF,Scott Van Slyke (10782063),Scott Van Slyke,10782063,1B/OF,2200,SD@MIA 06/09/2018 04:10PM ET,MIA,0
OF,Blake Rutherford (10781744),Blake Rutherford,10781744,OF,2100,CWS@BOS 06/09/2018 04:05PM ET,CWS,0
OF,Jesus Sanchez (10781844),Jesus Sanchez,10781844,OF,2100,SEA@TB 06/09/2018 04:10PM ET,TB,0
OF,Khalil Lee (10782274),Khalil Lee,10782274,OF,2100,KC@OAK 06/09/2018 04:05PM ET,KC,0
1B,Nick Pratto (10782278),Nick Pratto,10782278,1B,2100,KC@OAK 06/09/2018 04:05PM ET,KC,0
1B,Brendan McKay (10781842),Brendan McKay,10781842,1B,2000,SEA@TB 06/09/2018 04:10PM ET,TB,0
OF,Garrett Whitley (10781845),Garrett Whitley,10781845,OF,2000,SEA@TB 06/09/2018 04:10PM ET,TB,0
3B,Joe Rizzo (10781849),Joe Rizzo,10781849,3B,2000,SEA@TB 06/09/2018 04:10PM ET,SEA,0
SS,Delvin Perez (10781944),Delvin Perez,10781944,SS,2000,STL@CIN 06/09/2018 04:10PM ET,STL,0
1B,Mike Napoli (10781950),Mike Napoli,10781950,1B,2000,CLE@DET 06/09/2018 04:10PM ET,CLE,0
SS,Allen Cordoba (10782140),Allen Cordoba,10782140,SS,2000,SD@MIA 06/09/2018 04:10PM ET,SD,0
C,Luis Torrens (10782149),Luis Torrens,10782149,C,2000,SD@MIA 06/09/2018 04:10PM ET,SD,0
OF,Lazaro Armenteros (10782276),Lazaro Armenteros,10782276,OF,2000,KC@OAK 06/09/2018 04:05PM ET,OAK,0
OF,Austin Beck (10782277),Austin Beck,10782277,OF,2000,KC@OAK 06/09/2018 04:05PM ET,OAK,0
